what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.mylyn.context.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.context.ui",1330539860485
started,bundle,org.eclipse.mylyn.monitor.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.monitor.ui",1330539860485
started,bundle,org.eclipse.mylyn.tasks.ui,3.6.2.v20110826-0100,"org.eclipse.mylyn.tasks.ui",1330539860485
started,bundle,org.eclipse.mylyn.team.ui,3.6.1.v20110825-0100,"org.eclipse.mylyn.team.ui",1330539860485
started,bundle,org.eclipse.search,3.7.0.v20110505-0800,"org.eclipse.search",1330539860485
started,bundle,org.eclipse.team.core,3.6.0.I20110525-0800,"org.eclipse.team.core",1330539860485
started,bundle,org.eclipse.team.cvs.core,3.3.400.I20110510-0800,"org.eclipse.team.cvs.core",1330539860485
started,bundle,org.eclipse.team.cvs.ui,3.3.400.I20110510-0800,"org.eclipse.team.cvs.ui",1330539860485
started,bundle,org.eclipse.team.ui,3.6.100.I20110525-0800,"org.eclipse.team.ui",1330539860485
started,bundle,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui",1330539860485
started,bundle,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console",1330539860485
started,bundle,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.editors",1330539860485
started,bundle,org.eclipse.ui.forms,3.5.100.v20110425,"org.eclipse.ui.forms",1330539860485
started,bundle,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.ide",1330539860485
started,bundle,org.eclipse.ui.intro,3.4.100.v20110425,"org.eclipse.ui.intro",1330539860485
started,bundle,org.eclipse.ui.intro.universal,3.2.500.v20110510,"org.eclipse.ui.intro.universal",1330539860485
started,bundle,org.eclipse.ui.net,1.2.100.I20110511-0800,"org.eclipse.ui.net",1330539860485
started,bundle,org.eclipse.ui.views,3.6.0.I20110412-0800,"org.eclipse.ui.views",1330539860485
started,bundle,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"org.eclipse.ui.workbench",1330539860485
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.workbench.texteditor",1330539860485
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1330539860485
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1330539860485
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1330539860485
started,bundle,org.eclipse.wb.discovery.core,1.1.0.r37x201109091028,"org.eclipse.wb.discovery.core",1330539860485
started,bundle,com.google.appengine.eclipse.core,2.4.2.relr37v201110112027,"com.google.appengine.eclipse.core",1330539860485
started,bundle,com.google.appengine.eclipse.sdkbundle,1.5.5.r37v201110112027,"com.google.appengine.eclipse.sdkbundle",1330539860485
started,bundle,com.google.gdt.eclipse.core,2.4.2.relr37v201110112027,"com.google.gdt.eclipse.core",1330539860485
started,bundle,com.google.gdt.eclipse.login,2.4.2.relr37v201110112027,"com.google.gdt.eclipse.login",1330539860485
started,bundle,com.google.gdt.eclipse.managedapis,2.4.2.relr37v201110112027,"com.google.gdt.eclipse.managedapis",1330539860485
started,bundle,com.google.gdt.eclipse.platform.e37,2.4.2.relr37v201110112027,"com.google.gdt.eclipse.platform.e37",1330539860485
started,bundle,com.google.gdt.eclipse.platform.shared,2.4.2.relr37v201110112027,"com.google.gdt.eclipse.platform.shared",1330539860485
started,bundle,com.google.gdt.eclipse.suite,2.4.2.relr37v201110112027,"com.google.gdt.eclipse.suite",1330539860485
started,bundle,com.google.gwt.eclipse.core,2.4.2.relr37v201110112027,"com.google.gwt.eclipse.core",1330539860485
started,bundle,com.google.gwt.eclipse.sdkbundle,2.4.0.relr37v201110112027,"com.google.gwt.eclipse.sdkbundle",1330539860486
started,bundle,com.aptana.core,3.0.4.1323890190,"com.aptana.core",1330539860486
started,bundle,com.aptana.filewatcher,3.0.1.1317316381,"com.aptana.filewatcher",1330539860486
started,bundle,com.vp.vpsde.ec,6.2.1,"com.vp.vpsde.ec",1330539860486
os,sysinfo,,,"win32",1330539860490
arch,sysinfo,,,"x86",1330539860490
ws,sysinfo,,,"win32",1330539860490
locale,sysinfo,,,"en_US",1330539860490
processors,sysinfo,,,"2",1330539860490
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1330539860490
java.runtime.version,sysinfo,,,"1.6.0_30-b12",1330539860490
java.specification.name,sysinfo,,,"Java Platform API Specification",1330539860490
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1330539860490
java.specification.version,sysinfo,,,"1.6",1330539860490
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1330539860490
java.version,sysinfo,,,"1.6.0_30",1330539860490
java.vm.info,sysinfo,,,"mixed mode, sharing",1330539860490
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1330539860490
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1330539860490
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1330539860490
java.vm.specification.version,sysinfo,,,"1.0",1330539860490
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1330539860490
java.vm.version,sysinfo,,,"20.5-b03",1330539860490
started,bundle,org.eclipse.m2e.usagedata,1.0.100.20110804-1717,"org.eclipse.m2e.usagedata",1330539860494
started,bundle,org.eclipse.wb.discovery.ui,1.1.0.r37x201109091028,"org.eclipse.wb.discovery.ui",1330539862088
started,bundle,org.eclipse.wb.core.lib,1.2.0.r37x201109270310,"org.eclipse.wb.core.lib",1330539862136
started,bundle,org.eclipse.wb.core,1.2.0.r37x201109270310,"org.eclipse.wb.core",1330539862195
started,bundle,com.google.gdt.eclipse.designer,2.4.2.r37x201110181239,"com.google.gdt.eclipse.designer",1330539862265
started,bundle,com.google.gdt.eclipse.designer.UiBinder,2.4.2.r37x201110181239,"com.google.gdt.eclipse.designer.UiBinder",1330539862265
started,bundle,com.aptana.portal.ui,3.0.0.1322703189,"com.aptana.portal.ui",1330539862265
started,bundle,com.aptana.scripting,3.0.0.1323292937,"com.aptana.scripting",1330539862268
started,bundle,com.aptana.scripting.ui,3.0.0.1322862427,"com.aptana.scripting.ui",1330539862271
started,bundle,com.aptana.theme,3.0.0.1320258654,"com.aptana.theme",1330539862411
started,bundle,com.aptana.usage,3.0.0.1323995946,"com.aptana.usage",1330539862431
started,bundle,com.aptana.explorer,3.0.0.1316716614,"com.aptana.explorer",1330539863417
started,bundle,org.python.pydev.red_core,2.2.4.2011121401,"org.python.pydev.red_core",1330539864417
started,bundle,com.aptana.ui,3.0.3.1323462907,"com.aptana.ui",1330539864927
started,bundle,org.eclipse.ui.browser,3.3.100.v20110426,"org.eclipse.ui.browser",1330539866517
started,bundle,com.aptana.browser,3.0.0.1319670764,"com.aptana.browser",1330539869248
started,bundle,com.aptana.configurations,3.0.3.1314659572,"com.aptana.configurations",1330539869315
started,bundle,com.aptana.projects,3.0.0.1323462907,"com.aptana.projects",1330539869372
started,bundle,com.aptana.samples.ui,3.0.0.1322862427,"com.aptana.samples.ui",1330539869417
started,bundle,com.aptana.samples,3.0.0.1322862427,"com.aptana.samples",1330539869456
opened,editor,com.aptana.portal.ui,3.0.0.1322703189,"com.aptana.portal.ui.browser.startPage",1330539869481
started,bundle,com.aptana.preview,3.0.0.1315523439,"com.aptana.preview",1330539869517
activated,view,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.internal.introview",1330539902865
activated,editor,com.aptana.portal.ui,3.0.0.1322703189,"com.aptana.portal.ui.browser.startPage",1330539903055
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1330539903065
activated,editor,com.aptana.portal.ui,3.0.0.1322703189,"com.aptana.portal.ui.browser.startPage",1330539903115
closed,view,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.internal.introview",1330539903175
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1330539905888
closed,editor,com.aptana.portal.ui,3.0.0.1322703189,"com.aptana.portal.ui.browser.startPage",1330539905888
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330539916886
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330539918208
closed,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330539918472
error,log,,,"Unhandled event loop exception during blocked modal context.",1330539918659
started,bundle,org.eclipse.core.filesystem,1.3.100.v20110423-0524,"org.eclipse.core.filesystem",1330539919159
started,bundle,org.eclipse.compare.core,3.5.200.I20110208-0800,"org.eclipse.compare.core",1330539919388
started,bundle,org.eclipse.compare,3.5.201.R37x_v20110817-0800,"org.eclipse.compare",1330539919397
stopped,bundle,org.eclipse.m2e.logback.configuration,1.0.100.20110804-1717,"org.eclipse.m2e.logback.configuration",1330539919907
stopped,bundle,org.eclipse.m2e.discovery,1.0.100.20110804-1717,"org.eclipse.m2e.discovery",1330539919970
stopped,bundle,org.eclipse.m2e.refactoring,1.0.100.20110804-1717,"org.eclipse.m2e.refactoring",1330539919970
stopped,bundle,org.eclipse.m2e.editor,1.0.100.20110804-1717,"org.eclipse.m2e.editor",1330539919970
stopped,bundle,org.eclipse.m2e.editor.xml,1.0.100.20110804-1717,"org.eclipse.m2e.editor.xml",1330539919971
stopped,bundle,com.google.gdt.eclipse.maven.e37,2.4.2.relr37v201110112027,"com.google.gdt.eclipse.maven.e37",1330539919971
stopped,bundle,org.eclipse.m2e.jdt,1.0.100.20110804-1717,"org.eclipse.m2e.jdt",1330539919971
stopped,bundle,org.eclipse.m2e.launching,1.0.100.20110804-1717,"org.eclipse.m2e.launching",1330539919971
stopped,bundle,org.eclipse.m2e.usagedata,1.0.100.20110804-1717,"org.eclipse.m2e.usagedata",1330539919972
stopped,bundle,com.vp.vpsde.ec,6.2.1,"com.vp.vpsde.ec",1330539919973
stopped,bundle,org.eclipse.ui.cheatsheets,3.4.100.v20110425,"org.eclipse.ui.cheatsheets",1330539919973
stopped,bundle,com.aptana.documentation,3.0.0.1312318673,"com.aptana.documentation",1330539919973
stopped,bundle,org.eclipse.help.ui,3.5.101.r37_20110819,"org.eclipse.help.ui",1330539919973
stopped,bundle,org.eclipse.help.webapp,3.6.0.v20110518,"org.eclipse.help.webapp",1330539919973
stopped,bundle,org.eclipse.epp.mpc.ui,1.1.1.I20110907-0947,"org.eclipse.epp.mpc.ui",1330539919973
stopped,bundle,org.eclipse.epp.usagedata.ui,1.3.1.R201106061540,"org.eclipse.epp.usagedata.ui",1330539919973
stopped,bundle,org.eclipse.ui.intro.universal,3.2.500.v20110510,"org.eclipse.ui.intro.universal",1330539919973
stopped,bundle,org.eclipse.ui.intro,3.4.100.v20110425,"org.eclipse.ui.intro",1330539919977
stopped,bundle,org.eclipse.help.base,3.6.1.v201109091335,"org.eclipse.help.base",1330539919977
stopped,bundle,org.eclipse.equinox.http.jetty,2.0.100.v20110502,"org.eclipse.equinox.http.jetty",1330539919977
stopped,bundle,com.google.appengine.eclipse.sdkbundle,1.5.5.r37v201110112027,"com.google.appengine.eclipse.sdkbundle",1330539919977
stopped,bundle,com.google.gdt.eclipse.appengine.rpc,2.4.2.relr37v201110112027,"com.google.gdt.eclipse.appengine.rpc",1330539919977
stopped,bundle,com.google.gdt.eclipse.gph.e36,2.4.2.relr37v201110112027,"com.google.gdt.eclipse.gph.e36",1330539919977
stopped,bundle,com.google.gdt.eclipse.gph.hge,2.4.2.relr37v201110112027,"com.google.gdt.eclipse.gph.hge",1330539919977
stopped,bundle,com.google.gdt.eclipse.gph.subclipse,2.4.2.relr37v201110112027,"com.google.gdt.eclipse.gph.subclipse",1330539919977
stopped,bundle,com.google.gdt.eclipse.gph.subversive,2.4.2.relr37v201110112027,"com.google.gdt.eclipse.gph.subversive",1330539919977
stopped,bundle,com.google.gdt.eclipse.gph,2.4.2.relr37v201110112027,"com.google.gdt.eclipse.gph",1330539919977
stopped,bundle,com.google.gdt.eclipse.maven,2.4.2.relr37v201110112027,"com.google.gdt.eclipse.maven",1330539919977
stopped,bundle,com.google.gdt.eclipse.suite,2.4.2.relr37v201110112027,"com.google.gdt.eclipse.suite",1330539919981
stopped,bundle,com.google.gdt.eclipse.appsmarketplace,2.4.2.relr37v201110112027,"com.google.gdt.eclipse.appsmarketplace",1330539919981
stopped,bundle,com.google.appengine.eclipse.core,2.4.2.relr37v201110112027,"com.google.appengine.eclipse.core",1330539919981
stopped,bundle,com.google.gdt.eclipse.login,2.4.2.relr37v201110112027,"com.google.gdt.eclipse.login",1330539919981
stopped,bundle,com.google.gdt.eclipse.managedapis,2.4.2.relr37v201110112027,"com.google.gdt.eclipse.managedapis",1330539920006
stopped,bundle,com.google.gwt.eclipse.oophm,2.4.2.relr37v201110112027,"com.google.gwt.eclipse.oophm",1330539920006
stopped,bundle,com.google.gwt.eclipse.sdkbundle,2.4.0.relr37v201110112027,"com.google.gwt.eclipse.sdkbundle",1330539920006
stopped,bundle,com.google.gwt.eclipse.core,2.4.2.relr37v201110112027,"com.google.gwt.eclipse.core",1330539920145
stopped,bundle,com.google.gdt.eclipse.core,2.4.2.relr37v201110112027,"com.google.gdt.eclipse.core",1330539920145
stopped,bundle,com.google.gdt.eclipse.platform,2.4.2.relr37v201110112027,"com.google.gdt.eclipse.platform",1330539920145
stopped,bundle,com.google.gdt.eclipse.platform.e37,2.4.2.relr37v201110112027,"com.google.gdt.eclipse.platform.e37",1330539920145
stopped,bundle,com.aptana.portal.ui.eclipse35,3.0.0.1317250778,"com.aptana.portal.ui.eclipse35",1330539920145
stopped,bundle,com.aptana.portal.ui.eclipse36,3.0.0.1313011284,"com.aptana.portal.ui.eclipse36",1330539920145
stopped,bundle,com.aptana.samples.ui,3.0.0.1322862427,"com.aptana.samples.ui",1330539920145
stopped,bundle,com.aptana.portal.ui,3.0.0.1322703189,"com.aptana.portal.ui",1330539920145
stopped,bundle,com.aptana.configurations,3.0.3.1314659572,"com.aptana.configurations",1330539920145
stopped,bundle,com.aptana.editor.css.formatter,3.0.0.1317047038,"com.aptana.editor.css.formatter",1330539920146
stopped,bundle,com.aptana.editor.ruby.formatter.epl,3.0.2.1318551485,"com.aptana.editor.ruby.formatter.epl",1330539920146
stopped,bundle,com.aptana.editor.haml,3.0.2.1319153036,"com.aptana.editor.haml",1330539920146
stopped,bundle,com.aptana.ruby.debug.ui,3.0.2.1322066031,"com.aptana.ruby.debug.ui",1330539920146
stopped,bundle,com.aptana.editor.erb,3.0.3.1319153036,"com.aptana.editor.erb",1330539920146
stopped,bundle,com.aptana.editor.php.formatter,3.0.0.1322528867,"com.aptana.editor.php.formatter",1330539920146
stopped,bundle,org.python.pydev.django_templates,2.2.4.2011121401,"org.python.pydev.django_templates",1330539920146
stopped,bundle,com.aptana.editor.html.formatter,3.0.3.1314367174,"com.aptana.editor.html.formatter",1330539920146
stopped,bundle,com.aptana.editor.markdown,3.0.0.1312318673,"com.aptana.editor.markdown",1330539920146
stopped,bundle,com.aptana.editor.php,3.0.3.1322528867,"com.aptana.editor.php",1330539920146
stopped,bundle,org.radrails.rails.ui,3.0.2.1320689232,"org.radrails.rails.ui",1330539920146
stopped,bundle,com.aptana.workbench,3.0.0.1312932604,"com.aptana.workbench",1330539920146
stopped,bundle,com.aptana.explorer,3.0.0.1316716614,"com.aptana.explorer",1330539920146
stopped,bundle,com.aptana.js.debug.ui,3.0.0.1313451701,"com.aptana.js.debug.ui",1330539920146
stopped,bundle,com.aptana.editor.html,3.0.3.1322511901,"com.aptana.editor.html",1330539920146
stopped,bundle,com.aptana.editor.sass,3.0.2.1322070237,"com.aptana.editor.sass",1330539920146
stopped,bundle,com.aptana.editor.svg,3.0.3.1317303845,"com.aptana.editor.svg",1330539920146
stopped,bundle,com.aptana.editor.css,3.0.3.1321289519,"com.aptana.editor.css",1330539920146
stopped,bundle,com.aptana.editor.coffee,3.0.0.1319215873,"com.aptana.editor.coffee",1330539920146
stopped,bundle,com.aptana.editor.js.formatter,3.0.3.1319229955,"com.aptana.editor.js.formatter",1330539920146
stopped,bundle,com.aptana.editor.js,3.0.3.1321635969,"com.aptana.editor.js",1330539920146
stopped,bundle,com.aptana.deploy.capistrano,3.0.3.1321500599,"com.aptana.deploy.capistrano",1330539920146
stopped,bundle,com.aptana.deploy.engineyard,3.0.3.1321500599,"com.aptana.deploy.engineyard",1330539920146
stopped,bundle,com.aptana.deploy.ftp,3.0.3.1321500599,"com.aptana.deploy.ftp",1330539920146
stopped,bundle,com.aptana.deploy.heroku,3.0.3.1321500599,"com.aptana.deploy.heroku",1330539920146
stopped,bundle,com.aptana.deploy,3.0.3.1317162654,"com.aptana.deploy",1330539920146
stopped,bundle,com.aptana.editor.beaver,3.0.0.1318454741,"com.aptana.editor.beaver",1330539920146
stopped,bundle,com.aptana.editor.diff,3.0.0.1317303845,"com.aptana.editor.diff",1330539920146
stopped,bundle,com.aptana.editor.xml.formatter,3.0.0.1312932604,"com.aptana.editor.xml.formatter",1330539920146
stopped,bundle,com.aptana.editor.xml,3.0.0.1319571596,"com.aptana.editor.xml",1330539920146
stopped,bundle,com.aptana.editor.json,3.0.0.1319153173,"com.aptana.editor.json",1330539920146
stopped,bundle,com.aptana.formatter.ui.epl,3.0.0.1312932604,"com.aptana.formatter.ui.epl",1330539920146
stopped,bundle,com.aptana.editor.dtd,3.0.0.1312318673,"com.aptana.editor.dtd",1330539920146
stopped,bundle,com.aptana.editor.idl,3.0.0.1312318673,"com.aptana.editor.idl",1330539920146
stopped,bundle,com.aptana.editor.php.epl,3.0.0.1322528867,"com.aptana.editor.php.epl",1330539920146
stopped,bundle,com.aptana.editor.ruby,3.0.3.1320702265,"com.aptana.editor.ruby",1330539920146
stopped,bundle,com.aptana.ruby.ui,3.0.2.1322528885,"com.aptana.ruby.ui",1330539920146
stopped,bundle,com.aptana.projects,3.0.0.1323462907,"com.aptana.projects",1330539920146
stopped,bundle,com.aptana.syncing.ui,3.0.3.1320185576,"com.aptana.syncing.ui",1330539920146
stopped,bundle,com.aptana.ui.secureftp,3.0.0.1313195111,"com.aptana.ui.secureftp",1330539920146
stopped,bundle,com.aptana.ui.ftp,3.0.0.1315851584,"com.aptana.ui.ftp",1330539920147
stopped,bundle,com.aptana.ui.s3,3.0.0.1312932604,"com.aptana.ui.s3",1330539920147
stopped,bundle,com.aptana.ui.io,3.0.0.1323820142,"com.aptana.ui.io",1330539920147
stopped,bundle,com.aptana.editor.text,3.0.0.1312318673,"com.aptana.editor.text",1330539920147
stopped,bundle,com.aptana.editor.yaml,3.0.0.1319153173,"com.aptana.editor.yaml",1330539920147
stopped,bundle,com.aptana.preview,3.0.0.1315523439,"com.aptana.preview",1330539920147
stopped,bundle,org.python.pydev.red_core,2.2.4.2011121401,"org.python.pydev.red_core",1330539920147
stopped,bundle,com.aptana.editor.common,3.0.3.1323901670,"com.aptana.editor.common",1330539920147
stopped,bundle,com.aptana.samples,3.0.0.1322862427,"com.aptana.samples",1330539920147
stopped,bundle,com.aptana.scripting.ui,3.0.0.1322862427,"com.aptana.scripting.ui",1330539920147
stopped,bundle,com.aptana.git.ui,3.0.3.1321981043,"com.aptana.git.ui",1330539920147
stopped,bundle,com.aptana.terminal,3.0.0.1321644809,"com.aptana.terminal",1330539920147
stopped,bundle,com.aptana.console,3.0.0.1321573158,"com.aptana.console",1330539920147
stopped,bundle,com.aptana.formatter.epl,3.0.0.1314743046,"com.aptana.formatter.epl",1330539920147
stopped,bundle,com.aptana.index.core.ui,3.0.0.1315934874,"com.aptana.index.core.ui",1330539920147
stopped,bundle,com.aptana.theme,3.0.0.1320258654,"com.aptana.theme",1330539920147
stopped,bundle,com.aptana.scripting,3.0.0.1323292937,"com.aptana.scripting",1330539920749
stopped,bundle,com.aptana.debug.ui,3.0.3.1313193469,"com.aptana.debug.ui",1330539920749
stopped,bundle,com.aptana.editor.findbar,3.0.0.1316623122,"com.aptana.editor.findbar",1330539920749
stopped,bundle,com.aptana.webserver.ui,3.0.0.1322781931,"com.aptana.webserver.ui",1330539920749
stopped,bundle,com.aptana.ui,3.0.3.1323462907,"com.aptana.ui",1330539920750
stopped,bundle,com.aptana.buildpath.core,3.0.0.1312932604,"com.aptana.buildpath.core",1330539920750
stopped,bundle,com.aptana.ruby.core,3.0.2.1319731509,"com.aptana.ruby.core",1330539920750
